transaction_id,user_id,date,time,amount,merchant_name,category,payment_mode,transaction_type,city,day_of_week,month,weekend_flag,festival_flag,recurring_flag,location_type,fraud_label,notes
TXN-103876,48,2026-05-21,11:18:13,4926.14,Swiggy,Food,Credit Card,Expense,Chennai,Thursday,5,False,False,False,Unrecognized City,1,Synthetic transaction (Food Lover)
TXN-103877,39,2026-05-24,12:03:13,2472.97,Ola,Travel,Net Banking,Expense,Delhi,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103878,10,2026-02-01,05:07:13,1921.41,Myntra,Shopping,Net Banking,Expense,Delhi,Sunday,2,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103879,97,2026-04-28,08:41:13,762.47,Rapido,Travel,Credit Card,Expense,Bengaluru,Tuesday,4,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103880,34,2025-11-07,14:34:13,397.42,Zomato,Food,Debit Card,Expense,Bengaluru,Friday,11,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-103881,57,2025-11-04,03:53:13,889.14,Starbucks,Food,UPI,Expense,Bengaluru,Tuesday,11,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103882,29,2026-08-04,07:58:13,504.94,General Store,Recharge,UPI,Expense,Delhi,Tuesday,8,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103883,20,2025-10-17,23:49:13,1471.78,Water Bill,Utilities,Credit Card,Expense,Delhi,Friday,10,False,True,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103884,50,2025-08-26,11:46:13,932.49,KFC,Food,Credit Card,Expense,Mumbai,Tuesday,8,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103885,82,2026-01-04,16:07:13,15881.43,Amazon,Shopping,Credit Card,Expense,Bengaluru,Sunday,1,True,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103886,79,2026-05-14,14:35:13,2005.56,Apollo Pharmacy,Healthcare,UPI,Expense,Bengaluru,Thursday,5,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-103887,45,2026-03-03,18:06:13,11521.26,Flipkart,Shopping,Net Banking,Expense,Mumbai,Tuesday,3,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103888,5,2026-02-18,20:51:13,3228.29,Water Bill,Utilities,Debit Card,Expense,Delhi,Wednesday,2,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-103889,70,2025-11-03,09:57:13,3301.61,Ola,Travel,Debit Card,Expense,Delhi,Monday,11,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103890,85,2025-10-14,01:26:13,1309.4,Starbucks,Food,UPI,Expense,Mumbai,Tuesday,10,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103891,94,2026-03-24,20:13:13,416.96,KFC,Food,UPI,Expense,Mumbai,Tuesday,3,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103892,18,2026-05-25,12:44:13,653.16,Swiggy,Food,Net Banking,Expense,Delhi,Monday,5,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103893,6,2026-07-05,16:38:13,2824.79,McDonald's,Food,UPI,Expense,Bengaluru,Sunday,7,True,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103894,45,2025-11-21,22:22:13,2399.79,Myntra,Shopping,Net Banking,Expense,Mumbai,Friday,11,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103895,72,2025-10-24,10:47:13,1180.03,Gas Bill,Utilities,Credit Card,Expense,Delhi,Friday,10,False,True,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103896,96,2025-09-21,10:10:13,92.07,Ola,Travel,UPI,Expense,Mumbai,Sunday,9,True,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103897,96,2026-06-13,21:30:13,1100.92,Zomato,Food,Net Banking,Expense,Delhi,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103898,1,2026-02-26,17:11:13,352.32,Zomato,Food,Net Banking,Expense,Mumbai,Thursday,2,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-103899,95,2025-11-09,13:01:13,3623.93,Broadband,Utilities,UPI,Expense,Bengaluru,Sunday,11,True,True,True,Home City,0,Synthetic transaction (Family User)
TXN-103900,50,2025-11-01,23:20:13,46819.03,Company Payroll,Salary,UPI,Income,Delhi,Saturday,11,True,True,True,Home City,0,Synthetic transaction (Food Lover)
TXN-103901,58,2026-05-18,16:51:13,709.56,Zomato,Food,Credit Card,Expense,Delhi,Monday,5,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103902,30,2025-10-05,01:03:13,1130.43,Gas Bill,Utilities,UPI,Expense,Delhi,Sunday,10,True,True,True,Home City,0,Synthetic transaction (Food Lover)
TXN-103903,93,2026-07-14,23:40:13,12558.66,Flipkart,Shopping,UPI,Expense,Bengaluru,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103904,45,2025-10-04,00:45:13,3333.14,McDonald's,Food,Credit Card,Expense,Delhi,Saturday,10,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103905,53,2026-06-09,04:38:13,1725.47,Myntra,Shopping,UPI,Expense,Delhi,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103906,5,2026-07-19,12:24:13,2956.85,Flipkart,Shopping,UPI,Expense,Bengaluru,Sunday,7,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103907,80,2025-09-17,10:56:13,1080.03,McDonald's,Food,Credit Card,Expense,Delhi,Wednesday,9,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103908,75,2026-02-23,03:30:13,1338.79,Water Bill,Utilities,Net Banking,Expense,Bengaluru,Monday,2,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-103909,99,2026-03-21,01:17:13,1651.2,PVR,Entertainment,UPI,Expense,Delhi,Saturday,3,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103910,14,2025-10-03,21:07:13,2557.89,Coursera,Education,UPI,Expense,Delhi,Friday,10,False,True,True,Home City,0,Synthetic transaction (Family User)
TXN-103911,91,2025-11-04,11:41:13,1093.22,McDonald's,Food,Debit Card,Expense,Bengaluru,Tuesday,11,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103912,66,2025-12-28,08:55:13,4166.39,Ajio,Shopping,Credit Card,Expense,Delhi,Sunday,12,True,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103913,50,2025-10-28,05:24:13,2300.37,Electricity Bill,Utilities,Debit Card,Expense,Bengaluru,Tuesday,10,False,True,True,Home City,0,Synthetic transaction (Working Professional)
TXN-103914,53,2026-01-23,20:55:13,226.65,Rapido,Travel,Debit Card,Expense,Mumbai,Friday,1,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103915,96,2026-03-29,22:24:13,963.75,Zomato,Food,UPI,Expense,Bengaluru,Sunday,3,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103916,87,2026-04-17,14:49:13,1382.85,Flipkart,Shopping,Debit Card,Expense,Mumbai,Friday,4,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-103917,16,2026-02-18,06:01:13,14864.59,Flipkart,Shopping,Credit Card,Expense,Bengaluru,Wednesday,2,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103918,40,2026-03-31,11:50:13,2101.95,Gas Bill,Utilities,Net Banking,Expense,Mumbai,Tuesday,3,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-103919,68,2026-03-20,07:49:13,2862.34,Rapido,Travel,Net Banking,Expense,Bengaluru,Friday,3,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103920,61,2026-02-08,17:58:13,462.41,Domino's,Food,Credit Card,Expense,Delhi,Sunday,2,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103921,26,2026-03-12,23:25:13,1996.63,Apollo Pharmacy,Healthcare,Net Banking,Expense,Mumbai,Thursday,3,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-103922,53,2026-07-21,05:28:13,2140.33,Rapido,Travel,Net Banking,Expense,Bengaluru,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103923,31,2026-05-21,15:58:13,2266.9,Water Bill,Utilities,Debit Card,Expense,Mumbai,Thursday,5,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-103924,41,2026-01-15,00:13:13,3150.61,Amazon,Shopping,UPI,Expense,Bengaluru,Thursday,1,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103925,62,2026-01-26,16:09:13,709.2,Swiggy,Food,Net Banking,Expense,Delhi,Monday,1,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103926,58,2025-10-02,20:47:13,797.35,KFC,Food,UPI,Expense,Mumbai,Thursday,10,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103927,8,2025-09-10,07:24:13,546.45,KFC,Food,Debit Card,Expense,Delhi,Wednesday,9,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103928,63,2025-08-21,20:16:13,3576.71,Rapido,Travel,Debit Card,Expense,Delhi,Thursday,8,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103929,63,2026-04-02,14:29:13,1686.03,Electricity Bill,Utilities,UPI,Expense,Delhi,Thursday,4,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-103930,34,2026-06-19,20:23:13,1998.57,Water Bill,Utilities,UPI,Expense,Delhi,Friday,6,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-103931,43,2025-09-06,07:14:13,1387.43,McDonald's,Food,Debit Card,Expense,Mumbai,Saturday,9,True,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103932,40,2026-03-28,06:05:13,31055.46,Ola,Travel,UPI,Expense,Chennai,Saturday,3,True,False,False,Unrecognized City,1,Synthetic transaction (Frequent Traveller)
TXN-103933,23,2026-03-18,13:53:13,558.5,Domino's,Food,UPI,Expense,Mumbai,Wednesday,3,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-103934,57,2026-06-05,03:43:13,1431.06,Myntra,Shopping,UPI,Expense,Delhi,Friday,6,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103935,18,2025-12-10,01:47:13,695.86,Swiggy,Food,Net Banking,Expense,Mumbai,Wednesday,12,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103936,23,2026-04-08,06:41:13,2356.51,Broadband,Utilities,Debit Card,Expense,Mumbai,Wednesday,4,False,False,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103937,28,2026-01-22,00:32:13,447.21,Domino's,Food,Debit Card,Expense,Bengaluru,Thursday,1,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103938,59,2026-06-04,18:22:13,471.73,Uber,Travel,Net Banking,Expense,Mumbai,Thursday,6,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103939,71,2026-03-11,07:06:13,2851.38,Amazon,Shopping,UPI,Expense,Bengaluru,Wednesday,3,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103940,26,2026-06-15,02:23:13,1946.95,Coursera,Education,UPI,Expense,Mumbai,Monday,6,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-103941,80,2025-10-23,06:21:13,1262.92,Gas Bill,Utilities,Debit Card,Expense,Bengaluru,Thursday,10,False,True,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103942,94,2026-02-23,09:19:13,401.87,Broadband,Utilities,Net Banking,Expense,Mumbai,Monday,2,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-103943,9,2026-05-11,01:46:13,243.4,Uber,Travel,Net Banking,Expense,Mumbai,Monday,5,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-103944,79,2026-06-24,16:20:13,3281.8,McDonald's,Food,UPI,Expense,Bengaluru,Wednesday,6,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103945,77,2026-06-22,18:56:13,1468.79,Electricity Bill,Utilities,Net Banking,Expense,Mumbai,Monday,6,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-103946,14,2025-11-27,20:40:13,699.48,Swiggy,Food,Debit Card,Expense,Delhi,Thursday,11,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103947,3,2026-03-11,00:02:13,2124.88,Electricity Bill,Utilities,Credit Card,Expense,Mumbai,Wednesday,3,False,False,True,Home City,0,Synthetic transaction (Working Professional)
TXN-103948,32,2026-01-18,14:00:13,871.78,PVR,Entertainment,UPI,Expense,Mumbai,Sunday,1,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103949,27,2025-12-02,14:15:13,765.91,Gas Bill,Utilities,Debit Card,Expense,Delhi,Tuesday,12,False,True,True,Home City,0,Synthetic transaction (Food Lover)
TXN-103950,90,2026-02-04,09:21:13,766.58,Starbucks,Food,Net Banking,Expense,Bengaluru,Wednesday,2,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103951,21,2026-06-09,13:58:13,355.0,Pizza Hut,Food,UPI,Expense,Delhi,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103952,8,2026-02-24,13:40:13,319.49,Swiggy,Food,UPI,Expense,Delhi,Tuesday,2,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103953,21,2026-01-17,16:11:13,278.11,Uber,Travel,Credit Card,Expense,Delhi,Saturday,1,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103954,93,2026-04-14,19:46:13,526.91,Zomato,Food,UPI,Expense,Bengaluru,Tuesday,4,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103955,17,2026-04-08,10:57:13,405.57,Starbucks,Food,Credit Card,Expense,Bengaluru,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103956,13,2026-06-18,06:40:13,361.88,Uber,Travel,UPI,Expense,Delhi,Thursday,6,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103957,62,2025-08-18,08:54:13,4118.97,Starbucks,Food,Debit Card,Expense,Kolkata,Monday,8,False,False,False,Unrecognized City,1,Synthetic transaction (Frequent Traveller)
TXN-103958,96,2026-01-07,22:28:13,698.61,PVR,Entertainment,UPI,Expense,Delhi,Wednesday,1,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103959,69,2026-01-04,04:50:13,16572.1,Amazon,Shopping,UPI,Expense,Delhi,Sunday,1,True,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103960,76,2025-08-30,01:59:13,438.24,General Store,Recharge,Debit Card,Expense,Bengaluru,Saturday,8,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103961,5,2026-06-10,09:22:13,2726.15,Gas Bill,Utilities,Credit Card,Expense,Delhi,Wednesday,6,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-103962,56,2026-02-04,21:28:13,507.73,McDonald's,Food,Net Banking,Expense,Bengaluru,Wednesday,2,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103963,57,2026-05-19,04:24:13,3344.3,Rapido,Travel,UPI,Expense,Mumbai,Tuesday,5,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103964,83,2025-09-15,17:51:13,2098.84,Ola,Travel,Debit Card,Expense,Mumbai,Monday,9,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103965,15,2026-05-03,22:48:13,1688.34,BookMyShow,Entertainment,Net Banking,Expense,Mumbai,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103966,92,2026-01-19,16:30:13,463.21,Rapido,Travel,Debit Card,Expense,Delhi,Monday,1,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103967,18,2026-03-01,23:36:13,2309.9,Apollo Pharmacy,Healthcare,Debit Card,Expense,Mumbai,Sunday,3,True,False,False,Home City,0,Synthetic transaction (Family User)
TXN-103968,12,2026-01-10,07:36:13,3181.4,Uber,Travel,UPI,Expense,Mumbai,Saturday,1,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103969,77,2025-09-02,01:56:13,972.06,Domino's,Food,Debit Card,Expense,Mumbai,Tuesday,9,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103970,10,2026-03-01,07:27:13,20265.69,PVR,Entertainment,UPI,Expense,Chennai,Sunday,3,True,False,False,Unrecognized City,1,Synthetic transaction (Luxury Spender)
TXN-103971,89,2025-10-24,12:19:13,479.02,Domino's,Food,Net Banking,Expense,Mumbai,Friday,10,False,True,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103972,35,2026-07-23,02:48:13,799.48,Water Bill,Utilities,Net Banking,Expense,Delhi,Thursday,7,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-103973,8,2026-01-25,22:59:13,764.73,General Store,Recharge,UPI,Expense,Mumbai,Sunday,1,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103974,36,2026-02-13,09:32:13,159.65,Pizza Hut,Food,Credit Card,Expense,Delhi,Friday,2,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103975,77,2026-04-17,01:51:13,576.74,Zomato,Food,Net Banking,Expense,Bengaluru,Friday,4,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103976,28,2025-10-02,21:46:13,1924.35,Electricity Bill,Utilities,UPI,Expense,Bengaluru,Thursday,10,False,True,True,Home City,0,Synthetic transaction (Working Professional)
TXN-103977,71,2026-06-07,22:45:13,646.81,Domino's,Food,Net Banking,Expense,Bengaluru,Sunday,6,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103978,12,2025-12-03,07:56:13,3188.52,Amazon,Shopping,UPI,Expense,Bengaluru,Wednesday,12,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103979,58,2026-07-04,00:55:13,772.05,Pizza Hut,Food,Debit Card,Expense,Bengaluru,Saturday,7,True,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103980,44,2025-11-05,13:47:13,3730.14,Electricity Bill,Utilities,Net Banking,Expense,Delhi,Wednesday,11,False,True,True,Home City,0,Synthetic transaction (Family User)
TXN-103981,54,2026-01-17,23:29:13,408.19,General Store,Recharge,UPI,Expense,Mumbai,Saturday,1,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-103982,45,2026-02-06,15:35:13,687.74,Swiggy,Food,Net Banking,Expense,Delhi,Friday,2,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103983,5,2025-11-02,20:31:13,205.12,Ola,Travel,Debit Card,Expense,Mumbai,Sunday,11,True,True,False,Home City,0,Synthetic transaction (High Saver)
TXN-103984,87,2025-08-22,19:09:13,231.02,KFC,Food,UPI,Expense,Delhi,Friday,8,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103985,11,2025-10-01,10:08:13,3589.99,Ajio,Shopping,UPI,Expense,Bengaluru,Wednesday,10,False,True,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103986,35,2026-01-28,02:28:13,775.27,Starbucks,Food,Credit Card,Expense,Delhi,Wednesday,1,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103987,28,2025-10-06,20:34:13,1597.57,Gas Bill,Utilities,Debit Card,Expense,Bengaluru,Monday,10,False,True,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103988,23,2025-12-24,01:56:13,234.08,Ola,Travel,Net Banking,Expense,Mumbai,Wednesday,12,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-103989,89,2026-03-07,14:26:13,2323.74,Amazon,Shopping,UPI,Expense,Bengaluru,Saturday,3,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-103990,23,2026-04-12,06:02:13,2676.72,Amazon,Shopping,Debit Card,Expense,Bengaluru,Sunday,4,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103991,14,2026-06-24,06:02:13,569.26,Domino's,Food,Debit Card,Expense,Delhi,Wednesday,6,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-103992,39,2026-03-29,05:46:13,845.49,Pizza Hut,Food,UPI,Expense,Bengaluru,Sunday,3,True,False,False,Home City,0,Synthetic transaction (Family User)
TXN-103993,50,2025-11-16,20:53:13,3132.94,Rapido,Travel,Debit Card,Expense,Mumbai,Sunday,11,True,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-103994,35,2025-10-23,19:26:13,916.73,Ajio,Shopping,UPI,Expense,Delhi,Thursday,10,False,True,False,Home City,0,Synthetic transaction (High Saver)
TXN-103995,68,2025-11-24,14:11:13,3183.56,Water Bill,Utilities,Credit Card,Expense,Mumbai,Monday,11,False,True,True,Home City,0,Synthetic transaction (Family User)
TXN-103996,5,2026-05-25,18:46:13,404.83,General Store,Recharge,Debit Card,Expense,Delhi,Monday,5,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-103997,90,2025-09-30,01:57:13,419.05,Swiggy,Food,UPI,Expense,Delhi,Tuesday,9,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-103998,37,2026-02-22,11:19:13,5980.73,PVR,Entertainment,Credit Card,Expense,Mumbai,Sunday,2,True,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-103999,20,2025-10-05,13:45:13,1766.53,Ajio,Shopping,Debit Card,Expense,Delhi,Sunday,10,True,True,False,Home City,0,Synthetic transaction (Student)
TXN-104000,75,2025-12-13,01:40:13,2180.64,Ajio,Shopping,Debit Card,Expense,Bengaluru,Saturday,12,True,True,False,Home City,0,Synthetic transaction (Student)
TXN-104001,53,2025-10-24,10:19:13,222.67,Uber,Travel,UPI,Expense,Bengaluru,Friday,10,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-104002,30,2026-04-29,00:47:13,591.35,Uber,Travel,UPI,Expense,Mumbai,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-104003,63,2026-04-13,04:38:13,1970.0,Gas Bill,Utilities,UPI,Expense,Bengaluru,Monday,4,False,False,True,Home City,0,Synthetic transaction (Working Professional)
TXN-104004,20,2026-07-03,00:38:13,647.49,Flipkart,Shopping,UPI,Expense,Bengaluru,Friday,7,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-104005,33,2025-12-02,03:05:13,821.22,Zomato,Food,UPI,Expense,Mumbai,Tuesday,12,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-104006,62,2026-05-05,17:45:13,32050.62,Ajio,Shopping,Debit Card,Expense,Pune,Tuesday,5,False,False,False,Unrecognized City,1,Synthetic transaction (Family User)
TXN-104007,7,2026-07-26,17:06:13,855.32,Uber,Travel,Debit Card,Expense,Bengaluru,Sunday,7,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-104008,3,2026-02-04,14:19:13,307.44,Starbucks,Food,Credit Card,Expense,Mumbai,Wednesday,2,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-104009,8,2026-02-02,16:17:13,2623.55,Amazon,Shopping,Credit Card,Expense,Delhi,Monday,2,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-104010,17,2025-10-28,16:10:13,2485.89,Electricity Bill,Utilities,Debit Card,Expense,Bengaluru,Tuesday,10,False,True,True,Home City,0,Synthetic transaction (Working Professional)
TXN-104011,58,2025-10-07,04:44:13,3899.75,Ola,Travel,Debit Card,Expense,Mumbai,Tuesday,10,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-104012,95,2026-05-14,15:53:13,1459.68,Myntra,Shopping,Credit Card,Expense,Bengaluru,Thursday,5,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-104013,74,2026-03-06,03:25:13,1646.55,Amazon,Shopping,UPI,Expense,Delhi,Friday,3,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-104014,1,2025-11-30,16:47:13,38076.4,Flipkart,Shopping,Net Banking,Expense,Delhi,Sunday,11,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-104015,91,2025-10-13,20:29:13,3561.78,Ola,Travel,Credit Card,Expense,Mumbai,Monday,10,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-104016,22,2026-06-30,14:41:13,9562.96,Myntra,Shopping,UPI,Expense,Mumbai,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-104017,2,2026-01-06,09:34:13,777.39,BookMyShow,Entertainment,UPI,Expense,Mumbai,Tuesday,1,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-104018,43,2026-02-02,02:05:13,1776.09,Gas Bill,Utilities,Net Banking,Expense,Delhi,Monday,2,False,False,True,Home City,0,Synthetic transaction (Working Professional)
TXN-104019,26,2026-01-25,21:19:13,1760.37,Water Bill,Utilities,Net Banking,Expense,Delhi,Sunday,1,True,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-104020,66,2025-09-10,06:05:13,2259.16,Ajio,Shopping,UPI,Expense,Bengaluru,Wednesday,9,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-104021,31,2026-03-03,19:44:13,1573.6,Ajio,Shopping,Debit Card,Expense,Delhi,Tuesday,3,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-104022,54,2026-05-22,19:19:13,1231.68,Water Bill,Utilities,UPI,Expense,Bengaluru,Friday,5,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-104023,85,2026-07-31,09:00:13,3384.7,Ajio,Shopping,Net Banking,Expense,Delhi,Friday,7,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-104024,18,2025-11-15,13:08:13,3193.27,Ajio,Shopping,Net Banking,Expense,Bengaluru,Saturday,11,True,True,False,Home City,0,Synthetic transaction (Student)
TXN-104025,62,2025-12-20,11:25:13,996.29,Apollo Pharmacy,Healthcare,UPI,Expense,Delhi,Saturday,12,True,True,False,Home City,0,Synthetic transaction (High Saver)
TXN-104026,94,2026-07-02,03:05:13,1605.08,PVR,Entertainment,Debit Card,Expense,Mumbai,Thursday,7,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-104027,32,2026-01-12,19:03:13,2939.46,Uber,Travel,UPI,Expense,Bengaluru,Monday,1,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-104028,7,2026-03-24,15:27:13,1155.41,Flipkart,Shopping,UPI,Expense,Delhi,Tuesday,3,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-104029,79,2026-01-26,01:44:13,245.03,Swiggy,Food,Credit Card,Expense,Mumbai,Monday,1,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-104030,40,2026-07-04,17:08:13,2869.81,Rapido,Travel,Credit Card,Expense,Chennai,Saturday,7,True,False,False,Unrecognized City,1,Synthetic transaction (Freelancer)
TXN-104031,15,2026-04-27,11:52:13,156.86,Ola,Travel,Credit Card,Expense,Mumbai,Monday,4,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-104032,9,2026-06-20,13:38:13,2147.3,Flipkart,Shopping,Debit Card,Expense,Mumbai,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-104033,8,2026-07-13,15:21:13,2436.03,Flipkart,Shopping,Debit Card,Expense,Mumbai,Monday,7,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-104034,25,2025-12-21,00:15:13,880.14,PVR,Entertainment,Net Banking,Expense,Delhi,Sunday,12,True,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-104035,18,2026-05-24,18:21:13,1122.86,Domino's,Food,Debit Card,Expense,Mumbai,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Working Professional)
